index,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,split
567,sit_up,stu7_59.mp4,5.0,7.0,96.0,96.0,217.0,219.0,333.0,335.0,432.0,432.0,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
568,sit_up,stu5_58.mp4,4.0,581.0,846.0,956.0,1059.0,1059.0,1178.0,1179.0,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
569,jump_jacks,stu8_32.mp4,5.0,59.0,93.0,93.0,123.0,123.0,154.0,154.0,185.0,185.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
570,squat,stu7_71.mp4,32.0,9.0,49.0,50.0,86.0,86.0,124.0,125.0,168.0,168.0,209.0,209.0,248.0,248.0,289.0,289.0,331.0,332.0,372.0,373.0,411.0,412.0,449.0,450.0,491.0,493.0,530.0,533.0,570.0,572.0,612.0,613.0,655.0,656.0,694.0,694.0,735.0,735.0,773.0,773.0,819.0,821.0,858.0,859.0,904.0,906.0,942.0,943.0,983.0,983.0,1024.0,1025.0,1066.0,1066.0,1107.0,1107.0,1149.0,1150.0,1189.0,1191.0,1233.0,1234.0,1272.0,1273.0,1313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
571,sit_up,train3382.mp4,4.0,28.0,77.0,77.0,128.0,128.0,181.0,181.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
572,front_raise,stu9_12.mp4,7.0,0.0,45.0,45.0,91.0,91.0,131.0,131.0,176.0,199.0,240.0,240.0,286.0,286.0,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
573,sit_up,stu5_53.mp4,27.0,35.0,107.0,107.0,173.0,173.0,244.0,244.0,327.0,327.0,393.0,393.0,458.0,458.0,519.0,519.0,581.0,581.0,646.0,646.0,715.0,715.0,780.0,780.0,850.0,850.0,915.0,915.0,971.0,971.0,1035.0,1035.0,1100.0,1100.0,1157.0,1157.0,1226.0,1226.0,1292.0,1292.0,1357.0,1358.0,1425.0,1425.0,1490.0,1490.0,1553.0,1553.0,1618.0,1619.0,1687.0,1687.0,1756.0,1756.0,1798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
574,sit_up,stu5_51.mp4,25.0,107.0,123.0,123.0,146.0,146.0,162.0,162.0,179.0,179.0,197.0,197.0,215.0,215.0,239.0,239.0,278.0,278.0,295.0,295.0,312.0,312.0,335.0,335.0,350.0,350.0,366.0,366.0,381.0,381.0,402.0,402.0,421.0,421.0,438.0,438.0,451.0,451.0,466.0,467.0,478.0,478.0,492.0,492.0,507.0,507.0,525.0,525.0,550.0,550.0,569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
575,bench_pressing,stu6_2.mp4,9.0,205.0,270.0,270.0,329.0,329.0,397.0,397.0,473.0,473.0,553.0,553.0,622.0,622.0,703.0,703.0,791.0,791.0,873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
576,front_raise,test545.mp4,1.0,0.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
577,squat,test2323.mp4,2.0,0.0,129.0,144.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
578,sit_up,train3312.mp4,4.0,0.0,69.0,69.0,129.0,129.0,196.0,196.0,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
579,jump_jacks,stu9_30.mp4,11.0,7.0,30.0,30.0,53.0,53.0,87.0,87.0,118.0,118.0,151.0,151.0,183.0,183.0,215.0,215.0,239.0,239.0,260.0,260.0,281.0,281.0,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
580,sit_up,stu4_60.mp4,3.0,164.0,266.0,267.0,361.0,1337.0,1543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
581,sit_up,stu4_56.mp4,7.0,1.0,56.0,56.0,145.0,146.0,240.0,242.0,349.0,352.0,454.0,455.0,557.0,560.0,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
582,jump_jacks,stu3_21.mp4,6.0,45.0,94.0,94.0,126.0,126.0,155.0,198.0,230.0,230.0,256.0,256.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
583,jump_jacks,stu4_17.mp4,8.0,19.0,40.0,40.0,59.0,59.0,84.0,85.0,104.0,105.0,125.0,125.0,146.0,146.0,166.0,166.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
584,sit_up,stu2_61.mp4,10.0,623.0,734.0,734.0,846.0,846.0,964.0,964.0,1088.0,1088.0,1321.0,1321.0,1410.0,1411.0,1507.0,1507.0,1598.0,1598.0,1676.0,1676.0,1784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
585,push_up,stu6_44.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
587,push_up,stu5_46.mp4,3.0,212.0,316.0,316.0,431.0,432.0,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
588,squat,stu3_67.mp4,9.0,32.0,100.0,100.0,174.0,174.0,244.0,244.0,315.0,315.0,376.0,377.0,459.0,459.0,531.0,531.0,596.0,596.0,656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
589,push_up,train2685.mp4,2.0,1.0,150.0,153.0,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
590,front_raise,train1000.mp4,3.0,49.0,141.0,141.0,238.0,238.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
591,sit_up,stu9_56.mp4,8.0,135.0,207.0,303.0,392.0,487.0,570.0,664.0,740.0,843.0,919.0,1020.0,1102.0,1368.0,1463.0,1558.0,1645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
592,sit_up,stu3_56.mp4,25.0,3.0,31.0,31.0,55.0,55.0,80.0,80.0,105.0,105.0,129.0,129.0,156.0,156.0,180.0,180.0,204.0,204.0,237.0,304.0,330.0,330.0,356.0,356.0,384.0,384.0,410.0,410.0,435.0,435.0,459.0,459.0,484.0,484.0,509.0,509.0,538.0,538.0,564.0,564.0,590.0,590.0,616.0,616.0,644.0,644.0,667.0,667.0,695.0,695.0,719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
593,sit_up,stu6_54.mp4,11.0,485.0,546.0,605.0,679.0,691.0,770.0,781.0,874.0,887.0,971.0,983.0,1086.0,1133.0,1196.0,1230.0,1316.0,1371.0,1451.0,1504.0,1572.0,1623.0,1708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
594,squat,stu1_70.mp4,1.0,27.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
595,bench_pressing,stu2_4.mp4,1.0,1179.0,1325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
596,push_up,test1624.mp4,3.0,0.0,46.0,48.0,92.0,93.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
597,push_up,stu9_50.mp4,65.0,4.0,37.0,37.0,60.0,60.0,82.0,82.0,103.0,103.0,122.0,122.0,143.0,143.0,163.0,163.0,180.0,181.0,203.0,203.0,222.0,222.0,241.0,241.0,263.0,263.0,284.0,284.0,305.0,305.0,327.0,328.0,349.0,349.0,372.0,372.0,394.0,394.0,415.0,415.0,437.0,437.0,459.0,460.0,480.0,480.0,496.0,497.0,518.0,518.0,537.0,537.0,556.0,556.0,576.0,576.0,594.0,594.0,616.0,616.0,636.0,636.0,657.0,657.0,679.0,679.0,701.0,701.0,725.0,725.0,747.0,747.0,768.0,768.0,792.0,792.0,816.0,816.0,837.0,837.0,865.0,865.0,900.0,900.0,926.0,926.0,948.0,948.0,971.0,971.0,994.0,994.0,1020.0,1020.0,1043.0,1043.0,1068.0,1069.0,1093.0,1093.0,1120.0,1145.0,1174.0,1174.0,1200.0,1200.0,1223.0,1223.0,1248.0,1248.0,1270.0,1270.0,1294.0,1294.0,1326.0,1326.0,1351.0,1351.0,1379.0,1411.0,1447.0,1476.0,1515.0,1532.0,1573.0,1581.0,1625.0,1656.0,1706.0,1725.0,1774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
598,sit_up,stu2_60.mp4,43.0,65.0,92.0,92.0,111.0,111.0,131.0,131.0,150.0,150.0,170.0,170.0,193.0,193.0,213.0,213.0,233.0,233.0,258.0,258.0,280.0,280.0,303.0,303.0,325.0,325.0,345.0,346.0,367.0,367.0,386.0,386.0,410.0,410.0,434.0,434.0,458.0,458.0,478.0,478.0,500.0,500.0,523.0,523.0,549.0,549.0,571.0,571.0,596.0,596.0,616.0,616.0,642.0,642.0,665.0,665.0,689.0,689.0,713.0,713.0,736.0,736.0,761.0,761.0,781.0,781.0,804.0,804.0,829.0,829.0,854.0,854.0,878.0,878.0,902.0,902.0,927.0,927.0,952.0,952.0,977.0,977.0,1002.0,1002.0,1030.0,1030.0,1056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
599,jump_jacks,stu6_20.mp4,21.0,40.0,77.0,77.0,113.0,113.0,141.0,141.0,170.0,170.0,204.0,204.0,232.0,233.0,260.0,260.0,288.0,288.0,314.0,314.0,338.0,338.0,364.0,365.0,389.0,389.0,413.0,414.0,434.0,434.0,459.0,460.0,482.0,482.0,502.0,502.0,522.0,522.0,544.0,545.0,567.0,567.0,587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
600,squat,stu5_65.mp4,18.0,10.0,71.0,71.0,152.0,152.0,219.0,219.0,317.0,317.0,384.0,384.0,462.0,462.0,538.0,538.0,622.0,622.0,705.0,705.0,793.0,793.0,886.0,886.0,970.0,970.0,1043.0,1043.0,1118.0,1118.0,1197.0,1197.0,1267.0,1267.0,1343.0,1343.0,1408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
601,squat,stu8_65.mp4,24.0,97.0,157.0,157.0,223.0,223.0,288.0,288.0,355.0,355.0,424.0,424.0,498.0,498.0,563.0,563.0,637.0,637.0,711.0,711.0,783.0,783.0,849.0,849.0,913.0,913.0,986.0,986.0,1054.0,1054.0,1137.0,1137.0,1207.0,1207.0,1290.0,1290.0,1356.0,1356.0,1432.0,1432.0,1519.0,1519.0,1600.0,1600.0,1686.0,1686.0,1756.0,1756.0,1842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
602,bench_pressing,stu2_11.mp4,8.0,310.0,363.0,363.0,395.0,395.0,429.0,429.0,469.0,469.0,510.0,510.0,558.0,559.0,628.0,628.0,685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
603,push_up,stu3_46.mp4,9.0,76.0,122.0,122.0,162.0,163.0,203.0,203.0,240.0,240.0,275.0,275.0,313.0,313.0,350.0,350.0,388.0,388.0,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
604,sit_up,stu7_56.mp4,10.0,145.0,218.0,220.0,395.0,398.0,551.0,553.0,744.0,746.0,904.0,908.0,1088.0,1088.0,1269.0,1272.0,1464.0,1466.0,1625.0,1628.0,1814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
605,front_raise,stu5_15.mp4,18.0,56.0,109.0,109.0,177.0,177.0,234.0,234.0,322.0,384.0,463.0,463.0,533.0,533.0,622.0,622.0,707.0,728.0,791.0,791.0,856.0,856.0,927.0,976.0,1040.0,1040.0,1096.0,1096.0,1151.0,1151.0,1192.0,1192.0,1262.0,1262.0,1339.0,1340.0,1420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
606,sit_up,test2015.mp4,1.0,78.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
607,battle_rope,stu5_3.mp4,95.0,36.0,40.0,40.0,44.0,44.0,47.0,47.0,52.0,52.0,55.0,55.0,59.0,59.0,63.0,63.0,68.0,68.0,73.0,73.0,78.0,78.0,83.0,83.0,87.0,87.0,91.0,91.0,96.0,96.0,100.0,100.0,103.0,103.0,108.0,108.0,112.0,112.0,116.0,116.0,119.0,119.0,123.0,123.0,126.0,126.0,130.0,130.0,133.0,133.0,137.0,137.0,141.0,141.0,145.0,145.0,148.0,148.0,152.0,152.0,156.0,156.0,160.0,160.0,164.0,164.0,171.0,171.0,175.0,175.0,179.0,179.0,182.0,182.0,186.0,186.0,191.0,191.0,195.0,195.0,200.0,200.0,203.0,203.0,207.0,207.0,212.0,212.0,216.0,216.0,220.0,220.0,224.0,224.0,228.0,228.0,231.0,231.0,236.0,236.0,239.0,239.0,242.0,242.0,246.0,246.0,250.0,250.0,254.0,254.0,258.0,258.0,262.0,262.0,265.0,265.0,269.0,269.0,273.0,273.0,277.0,277.0,281.0,281.0,286.0,286.0,289.0,289.0,293.0,338.0,341.0,341.0,346.0,346.0,352.0,352.0,355.0,355.0,359.0,359.0,364.0,364.0,368.0,368.0,373.0,373.0,377.0,377.0,381.0,381.0,386.0,386.0,391.0,391.0,395.0,395.0,398.0,398.0,404.0,404.0,407.0,407.0,411.0,411.0,415.0,415.0,419.0,419.0,423.0,423.0,429.0,429.0,433.0,433.0,438.0,438.0,441.0,441.0,446.0,446.0,450.0,450.0,455.0,455.0,459.0,459.0,465.0,465.0,469.0,469.0,473.0,,,,,,,,,,,train
608,battle_rope,stu2_1.mp4,44.0,0.0,24.0,24.0,47.0,48.0,69.0,70.0,92.0,93.0,116.0,116.0,139.0,139.0,162.0,162.0,186.0,187.0,210.0,211.0,235.0,236.0,259.0,260.0,283.0,297.0,321.0,322.0,344.0,344.0,368.0,369.0,392.0,394.0,417.0,417.0,441.0,442.0,466.0,467.0,491.0,492.0,515.0,516.0,540.0,540.0,564.0,565.0,590.0,591.0,614.0,616.0,640.0,669.0,695.0,695.0,719.0,720.0,743.0,743.0,768.0,768.0,792.0,792.0,817.0,817.0,843.0,843.0,867.0,867.0,892.0,892.0,918.0,918.0,942.0,942.0,967.0,967.0,993.0,993.0,1019.0,1048.0,1076.0,1076.0,1101.0,1101.0,1127.0,1128.0,1153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
609,squat,stu4_71.mp4,36.0,289.0,329.0,330.0,365.0,366.0,401.0,404.0,437.0,440.0,481.0,483.0,522.0,523.0,554.0,556.0,595.0,597.0,629.0,631.0,662.0,662.0,696.0,696.0,731.0,731.0,774.0,774.0,799.0,799.0,842.0,842.0,889.0,889.0,921.0,921.0,959.0,959.0,994.0,995.0,1049.0,1498.0,1537.0,1538.0,1568.0,1569.0,1603.0,1605.0,1640.0,1641.0,1674.0,1675.0,1710.0,1711.0,1745.0,1748.0,1786.0,1788.0,1826.0,1827.0,1861.0,1861.0,1894.0,1897.0,1931.0,1932.0,1964.0,1968.0,1997.0,2001.0,2037.0,2039.0,2078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
